3720.0,1.47709e-15,2.3190544e-16
3721.5,8.6965302e-16,2.2318034e-16
3723.0,1.0874199e-15,2.2466847e-16
3724.5,1.0332201e-15,2.1972436e-16
3726.0,8.1016499e-16,2.1415211e-16
3727.5,8.7883003e-16,2.1524325e-16
3729.0,1.14369e-15,2.1404067e-16
3730.5,6.7950201e-16,2.1278495e-16
3732.0,8.1297497e-16,2.131433e-16
3733.5,8.2902201e-16,2.0542295e-16
3735.0,1.19538e-15,2.0287478e-16
3736.5,1.1266201e-15,2.0276835e-16
3738.0,4.9880997e-16,2.0007061e-16
3739.5,1.40719e-15,2.0692669e-16
3741.0,1.2428301e-15,2.0837104e-16
3742.5,1.04228e-15,2.0236575e-16
3744.0,1.02834e-15,1.9591585e-16
3745.5,8.36874e-16,1.9269654e-16
3747.0,7.3881104e-16,1.8621967e-16
3748.5,1.18565e-15,1.9045279e-16
3750.0,1.1409599e-15,1.9128285e-16
3751.5,8.2804104e-16,1.8887167e-16
3753.0,7.4920599e-16,1.8539679e-16
3754.5,9.83489e-16,1.8596607e-16
3756.0,8.9123102e-16,1.839705e-16
3757.5,8.5969101e-16,1.7958812e-16
3759.0,7.0163e-16,1.762833e-16
3760.5,8.8972595e-16,1.7651282e-16
3762.0,1.1104601e-15,1.7492753e-16
3763.5,8.8831998e-16,1.7659231e-16
3765.0,1.14658e-15,1.7924709e-16
3766.5,1.00292e-15,1.7656079e-16
3768.0,9.5573999e-16,1.7800863e-16
3769.5,9.9079699e-16,1.7463563e-16
3771.0,1.0089999e-15,1.7521072e-16
3772.5,6.6460598e-16,1.7206056e-16
3774.0,8.6722897e-16,1.7152892e-16
3775.5,9.7991505e-16,1.6899457e-16
3777.0,1.40333e-15,1.730747e-16
3778.5,1.2268e-15,1.7038507e-16
3780.0,8.1871701e-16,1.6950837e-16
3781.5,7.1415799e-16,1.7086538e-16
3783.0,5.5616702e-16,1.6789136e-16
3784.5,1.07975e-15,1.7047501e-16
3786.0,1.1249799e-15,1.6757977e-16
3787.5,9.7477695e-16,1.6463103e-16
3789.0,1.18363e-15,1.640189e-16
3790.5,1.39599e-15,1.6518841e-16
3792.0,7.6383001e-16,1.6006957e-16
3793.5,6.6278703e-16,1.6083603e-16
3795.0,1.0617501e-15,1.625313e-16
3796.5,9.6411598e-16,1.6595772e-16
3798.0,1.1503001e-15,1.6645158e-16
3799.5,1.02977e-15,1.6137414e-16
3801.0,1.36461e-15,1.6360826e-16
3802.5,1.1504601e-15,1.5996854e-16
3804.0,1.2512e-15,1.6518378e-16
3805.5,7.0816396e-16,1.6261315e-16
3807.0,8.43876e-16,1.604859e-16
3808.5,1.1630401e-15,1.5927323e-16
3810.0,1.2542599e-15,1.6104684e-16
3811.5,7.7810299e-16,1.5569699e-16
3813.0,1.0294e-15,1.6006877e-16
3814.5,1.2487399e-15,1.6565311e-16
3816.0,1.1727099e-15,1.6270939e-16
3817.5,1.2118401e-15,1.5885668e-16
3819.0,1.28647e-15,1.5723235e-16
3820.5,1.2696e-15,1.5882646e-16
3822.0,1.3882299e-15,1.6013993e-16
3823.5,1.52639e-15,1.5546569e-16
3825.0,1.64102e-15,1.5826244e-16
3826.5,1.7392401e-15,1.5853743e-16
3828.0,1.6132701e-15,1.5636258e-16
3829.5,1.12014e-15,1.5789577e-16
3831.0,1.33765e-15,1.5973373e-16
3832.5,1.63674e-15,1.6018653e-16
3834.0,1.41379e-15,1.5639426e-16
3835.5,1.5471701e-15,1.597411e-16
3837.0,1.55649e-15,1.6258197e-16
3838.5,1.46026e-15,1.5994567e-16
3840.0,1.64758e-15,1.5992032e-16
3841.5,1.88196e-15,1.6048865e-16
3843.0,1.81101e-15,1.5975238e-16
3844.5,1.7471301e-15,1.6022105e-16
3846.0,1.58897e-15,1.5837037e-16
3847.5,1.6364101e-15,1.5731284e-16
3849.0,1.68822e-15,1.6100555e-16
3850.5,1.6962301e-15,1.6116814e-16
3852.0,1.7773699e-15,1.5769742e-16
3853.5,1.88094e-15,1.5845543e-16
3855.0,2.0609902e-15,1.6302257e-16
3856.5,1.8117399e-15,1.5857568e-16
3858.0,1.51517e-15,1.5642583e-16
3859.5,1.60446e-15,1.5938213e-16
3861.0,1.77538e-15,1.5830865e-16
3862.5,2.1189402e-15,1.6152632e-16
3864.0,1.98909e-15,1.5961361e-16
3865.5,2.0628901e-15,1.5887749e-16
3867.0,2.3477199e-15,1.611555e-16
3868.5,1.82144e-15,1.5840371e-16
3870.0,1.8866799e-15,1.5716635e-16
3871.5,2.32405e-15,1.5633912e-16
3873.0,2.01042e-15,1.5760588e-16
