3100.0,4.11957
3102.0,4.00625
3104.0,3.50019
3106.0,3.94021
3108.0,4.32171
3110.0,3.36639
3112.0,1.97051
3114.0,2.43612
3116.0,2.70798
3118.0,2.85344
3120.0,2.97344
3122.0,3.0764
3124.0,3.07237
3126.0,2.82384
3128.0,3.03349
3130.0,2.49584
3132.0,2.39107
3134.0,4.00899
3136.0,3.49124
3138.0,2.71713
3140.0,2.76058
3142.0,2.9222
3144.0,2.33828
3146.0,2.33314
3148.0,2.72029
3150.0,3.09116
3152.0,3.28656
3154.0,3.31968
3156.0,3.29693
3158.0,2.41777
3160.0,2.98642
3162.0,3.98774
3164.0,3.92512
3166.0,2.68338
3168.0,3.4704
3170.0,4.15837
3172.0,4.1462
3174.0,3.80826
3176.0,4.15398
3178.0,4.96558
3180.0,4.30892
3182.0,4.25401
3184.0,5.12166
3186.0,4.78898
3188.0,5.14271
3190.0,5.16136
3192.0,4.88818
3194.0,4.77635
3196.0,5.23146
3198.0,5.16941
3200.0,5.65157
3202.0,6.10945
3204.0,6.28738
3206.0,6.1361
3208.0,4.7155
3210.0,4.30677
3212.0,4.32182
3214.0,4.32077
3216.0,4.23908
3218.0,4.57692
3220.0,4.48677
3222.0,4.45347
3224.0,4.49622
3226.0,4.54321
3228.0,4.94646
3230.0,5.15874
3232.0,4.84807
3234.0,4.91868
3236.0,5.70733
3238.0,5.56105
3240.0,4.62441
3242.0,4.8098
3244.0,4.99127
3246.0,4.38314
3248.0,4.28629
3250.0,4.88026
3252.0,4.77145
3254.0,4.69361
3256.0,4.61576
3258.0,4.61576
3260.0,4.99891
3262.0,4.53518
3264.0,4.34742
3266.0,4.50076
3268.0,4.19414
3270.0,3.95848
3272.0,4.49852
3274.0,4.3138
3276.0,3.6987
3278.0,4.18667
3280.0,4.33965
3282.0,4.36636
3284.0,4.77217
3286.0,5.06083
3288.0,4.48382
3290.0,4.0157
3292.0,3.99533
3294.0,4.34053
3296.0,4.55439
3298.0,4.37926
3300.0,4.87902
3302.0,4.87935
3304.0,4.65428
3306.0,4.39125
3308.0,4.28624
3310.0,4.64786
