3320.0,1.34054
3322.0,0.997531
3324.0,0.699645
3326.0,0.803917
3328.0,1.00189
3330.0,1.0321
3332.0,0.984222
3334.0,0.826198
3336.0,1.19055
3338.0,0.992879
3340.0,0.857403
3342.0,1.06903
3344.0,0.895864
3346.0,0.904442
3348.0,1.18268
3350.0,1.02282
3352.0,1.24164
3354.0,1.33783
3356.0,1.15962
3358.0,1.26958
3360.0,1.09532
3362.0,1.08273
3364.0,1.04275
3366.0,0.909779
3368.0,1.15329
3370.0,1.17983
3372.0,1.2774
3374.0,1.13789
3376.0,1.08477
3378.0,1.40237
3380.0,1.08692
3382.0,1.34619
3384.0,1.2492
3386.0,1.16923
3388.0,1.22908
3390.0,1.14301
3392.0,1.22095
3394.0,1.22281
3396.0,1.41045
3398.0,1.62419
3400.0,1.28206
3402.0,1.15122
3404.0,1.30583
3406.0,1.53748
3408.0,1.36785
3410.0,1.34163
3412.0,1.3811
3414.0,1.34106
3416.0,1.53271
3418.0,1.54129
3420.0,1.34629
3422.0,1.21996
3424.0,1.41745
3426.0,1.44258
3428.0,1.34301
3430.0,1.20952
3432.0,1.30582
3434.0,1.40591
3436.0,1.40655
3438.0,1.38937
3440.0,1.49602
3442.0,1.56349
3444.0,1.27878
3446.0,1.44503
3448.0,1.50883
3450.0,1.68292
3452.0,1.60342
3454.0,1.43928
3456.0,1.31747
3458.0,1.37863
3460.0,1.42784
3462.0,1.46367
3464.0,1.36037
3466.0,1.56191
3468.0,1.64131
3470.0,1.49133
3472.0,1.40031
3474.0,1.4794
3476.0,1.67656
3478.0,1.89212
3480.0,1.89185
3482.0,1.83795
3484.0,1.76667
3486.0,1.88996
3488.0,1.93757
3490.0,1.70985
3492.0,1.6687
3494.0,1.68424
3496.0,1.82959
3498.0,2.08558
3500.0,2.13285
3502.0,2.00076
3504.0,1.92142
3506.0,1.98316
3508.0,1.86275
3510.0,2.04072
3512.0,2.04238
3514.0,1.976
3516.0,2.10798
3518.0,1.89614
3520.0,2.17203
3522.0,2.26804
3524.0,2.1654
3526.0,2.13367
3528.0,2.17983
3530.0,2.27365
3532.0,2.30192
3534.0,2.224
3536.0,2.28239
3538.0,2.235
3540.0,2.42703
3542.0,2.35973
3544.0,2.45201
3546.0,2.40952
3548.0,2.47571
3550.0,2.58327
3552.0,2.6943
3554.0,2.6166
3556.0,2.39017
3558.0,2.52303
3560.0,2.60063
3562.0,2.46425
3564.0,2.57458
3566.0,2.58371
3568.0,2.76791
3570.0,2.61556
3572.0,2.57414
3574.0,2.67667
3576.0,2.74322
3578.0,2.84306
3580.0,2.82333
3582.0,2.69417
3584.0,2.71486
3586.0,2.73141
3588.0,2.64903
3590.0,2.85585
3592.0,2.75125
3594.0,2.7004
