objname,pgc,objtype,al1950,de1950,al2000,de2000,l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,agnclass,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,m21,e_m21,mfir,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,itc,ubtc,bvtc,bri25,vrot,e_vrot,mg2,e_mg2,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs
NGC7761,72641,G ,23.8151241,-13.6597223,23.8580278,-13.3815417,74.4226497,-70.3724806,278.9585465,11.1658247,0,S0,,,,,-2,0.5,,1.089,0.039,0.056,0.025,68,20.588,0.284,,,14.106,0.326,,,11.705,0.079,9.705,0.052,,,13.412,,,,,,,161.55,4.1,,,7188.6,12.7,7188.6,12.7,0.139,0,32.97,0.02,1.103,13.859,11.644,,,23.302,,,0.253,0.005,,,7309.7,7257.9,7105.2,6846.9,35.08,0.153,35.119,0.044,35.116,0.042,-21.257,0.329
NGC7780,72775,G ,23.8496396,7.839838,23.8922645,8.1180803,99.1955446,-52.0649752,300.3395087,16.9076965,0,SABa,B,,,,2,0.4,,0.996,0.097,0.264,0.057,0.1,23.509,0.402,15.702,0.126,14.824,0.037,13.914,0.037,12.92,0.228,10.544,0.093,,,,,,178.82,8.76,,,,,5350,6.5,5214,1.9,5225.1,26.4,0.253,0.324,61.22,0.03,1.009,14.195,12.808,0.391,0.765,23.166,204.02,10.19,,,,,5435.2,5359.5,5242.2,4861.2,34.404,0.207,34.414,0.04,34.414,0.04,-20.219,0.055
PGC000465,465,G ,0.0611714,8.609286,0.1039456,8.8876207,104.4518579,-52.3547524,301.9053037,14.0481371,1,Sbc,,,,,4.2,2.5,,0.96,0.048,0.334,0.028,91,,,,,15.626,0.41,,,,,11.257,0.115,16.987,0.243,,,,207.49,7.26,,,,,11547.2,4.9,11539,42.4,11547.1,3.3,0.401,0.537,65.34,0.04,0.985,14.613,,,,23.564,228.32,8.06,,,16.947,2.334,11753.2,11677.4,11559.6,11187.5,36.146,0.094,36.185,0.067,36.172,0.055,-21.559,0.414
PGC001288,1288,G ,0.2908082,-6.6111932,0.3333484,-6.3336973,101.7525777,-67.9033833,287.9306875,6.6464628,0,SBab,B,,,,2.2,0.8,,1.177,0.036,0.375,0.027,154,22.696,0.389,,,14.425,0.354,,,12.986,0.082,11.125,0.187,16.6,0.266,,,,128.74,6.03,,,,,3710.2,4.2,3715.4,23.9,3710.3,3,0.155,0.457,71.12,0.05,1.176,13.776,12.918,,,23.516,136.06,6.41,,,16.548,2.772,3848,3788.6,3641.1,3366.3,33.614,0.298,33.437,0.096,33.453,0.091,-19.678,0.365
PGC002501,2501,G ,0.6551836,-9.5772302,0.6973515,-9.3031528,115.2362169,-72.0313808,286.6053981,0.6195918,0,S0,B,R,,,-2.5,1.1,,1.166,0.039,0.193,0.03,148.95,22.737,0.439,16.382,0.049,14.604,0.216,13.271,0.179,12.605,0.355,10.122,0.101,,,,,1.05,,,4,13,333.66,15.61,,,16596.3,4.9,16596.3,4.9,0.163,0,62.55,0.04,1.178,14.192,12.534,,0.792,24.155,,,,,,,16707.3,16653.2,16499.6,16268.7,36.935,0.066,36.743,0.082,36.859,0.096,-22.667,0.237
PGC002726,2726,G ,0.732042,36.058394,0.7774194,36.3313333,121.8530594,-26.530326,331.3856747,10.8785473,0,Sc,,,M,,5.6,2.2,,0.909,0.052,0.159,0.036,178.12,,,,,15.541,0.41,,,,,11.273,0.06,,,,,,,,,,,,,,11148,47,11148,47,0.193,0.278,47.16,0.02,0.92,15.02,,,,23.514,,,,,,,11404.9,11316.9,11265.3,10850.8,36.089,0.097,36.121,0.099,36.104,0.069,-21.084,0.416
PGC005341,5341,G ,1.3953628,-6.3536613,1.4373395,-6.0941584,145.9700311,-67.3959773,292.6387642,-9.1344365,0,SBc,B,,,,5.6,0.8,,1.461,0.025,0.807,0.053,0.29,23.783,0.389,,,13.89,0.683,,,12.171,0.077,10.523,0.173,14.542,0.09,13.234,,,114.33,1.04,,,,,1958.7,2.9,1964.2,4.6,1960.3,2.4,0.197,1.34,90,0.83,1.447,12.344,12.084,,,23.432,114.33,,,,13.716,1.372,2053.6,2000.9,1851.9,1661,32.162,0.586,33.29,0.057,33.29,0.057,-20.946,0.685
PGC007299,7299,G ,1.9041457,-0.4563981,1.9468027,-0.2126131,155.8733976,-58.8388822,300.5180646,-14.9168805,0,Sbc,,,,,4.4,2.5,,0.74,0.067,0.24,0.027,46.32,22.445,0.399,17.313,0.255,15.806,0.395,,,14.65,0.102,12.04,0.105,,,,,,,,,,,,,,13762.3,3.7,13762.3,3.7,0.141,0.396,56.95,0.03,0.744,15.179,14.588,,,22.802,,,,,,,13855.5,13801.1,13664.8,13486.5,36.514,0.079,36.7,0.03,36.677,0.093,-21.498,0.406
PGC008796,8796,G ,2.2544254,37.2340228,2.3050944,37.46425,141.4354889,-22.2664011,338.1907285,-6.1379453,0,Sc,,,,,4.8,3,,0.802,0.065,0.104,0.03,82.5,,,,,16,0.5,,,,,12.444,0.082,,,,,,,,,,,,,,11002.4,60,11002.4,60,0.193,0.178,39.13,0.02,0.816,15.568,,,,23.55,,,,,,,11204.3,11127.1,11084.1,10775.3,36.055,0.099,36.01,0.02,36.01,0.02,-20.442,0.5
PGC009449,9449,G ,2.4322354,37.8757883,2.4836397,38.098469,143.290238,-20.8852356,339.7022198,-7.7600631,0,S0-a,,,M,,-0.7,1.3,,0.857,0.182,0.378,0.081,105,,,,,15.457,0.41,,,,,10.555,0.112,,,,,,,,,,,,,,11249.2,38.9,11249.2,38.9,0.262,0,83.66,0.15,0.866,15.026,,,,23.406,,,,,,,11445.2,11369.5,11330.1,11033.5,36.105,0.096,,,36.105,0.096,-21.079,0.421
PGC010738,10738,G ,2.7902623,12.6374175,2.8357889,12.8436667,162.5040803,-40.7332027,318.2102367,-23.0618182,0,E,,,,,-5,2,,0.868,0.075,0.09,0.026,15.5,,,,,15.793,0.36,,,,,10.933,0.088,,,,,,,,,,,,,,10338,60,10338,60,0.588,0,53.06,0.03,0.959,15.05,,,,23.995,,,,,,,10436,10379.8,10280.7,10120.9,35.89,0.106,36.225,0.081,36.103,0.168,-21.053,0.397
PGC010948,10948,G ,2.8501971,42.5229771,2.9045887,42.7260077,145.7457804,-14.6389024,346.1683529,-9.6657514,0,Sc,,,,,4.6,1.7,em,0.873,0.054,0.174,0.031,157.5,,,,,14.652,0.41,,,,,11.369,0.041,,,12.74,,,,,,,,,,,6347.6,29,6347.6,29,0.403,0.292,49.43,0.02,0.904,13.922,,,,22.431,,,,,,,6537.8,6465,6443.3,6165.3,34.867,0.169,34.42,0.045,34.45,0.223,-20.528,0.467
PGC011767,11767,G ,3.105749,-7.2308612,3.1467602,-7.0405944,187.6386998,-51.7391891,298.5326959,-34.0398956,0,S?,B,,,,1.4,4,,1.22,0.04,0.52,0.028,9.59,23.803,0.358,15.896,0.263,14.852,0.302,,,13.295,0.163,10.868,0.177,15.934,0.248,13.653,,,204.78,7.53,,,,,8710.7,6.4,8666,3.2,8674.8,12.5,0.322,0.473,90,0.83,1.23,13.948,13.153,,,24.117,204.78,,,,15.108,1.16,8676.3,8644.6,8513.6,8494.1,35.477,0.127,35.465,0.033,35.466,0.032,-21.518,0.304
PGC018373,18373,G ,6.0378122,-12.6205727,6.0763611,-12.6247222,219.1545005,-16.0206609,309.0037533,-77.3949816,0,Sb,,,,,3,0.5,,1.392,0.028,0.703,0.025,107.25,,,,,14.86,0.5,,,12.645,0.084,10.81,0.277,14.091,0.087,12.654,,,105.81,3.05,,,,,2216,3.9,2215.6,6.2,2215.9,2.4,1.353,0.921,90,0.83,1.491,12.57,12.05,,,24.498,105.81,,,,13.265,0.695,2043.3,2066.5,2009.2,2307.8,32.341,0.54,32.856,0.052,32.856,0.052,-20.286,0.503
PGC018467,18467,G ,6.0597783,64.7311064,6.141775,64.72375,149.4421478,19.9719444,21.4508229,-9.0775632,0,E,,,,,-5,2,,1.06,0.181,0.208,0.081,60,,,,,14.596,0.41,,,,,10.175,0.053,,,,,,,,,,,,,,4280,25,4280,25,0.416,0,90,0.83,1.119,14.116,,,,23.734,,,,,,,4436.2,4386,4464,4278.4,34.054,0.243,34.04,0.042,34.04,0.042,-19.924,0.412
PGC018597,18597,G ,6.1346565,51.8764294,6.2009806,51.8641944,162.0512053,15.348309,19.3320604,-21.782982,0,SBab,B,,,,2.1,2.9,,0.853,0.063,0.156,0.032,110.5,,,,,15.458,0.41,,,,,11.155,0.081,,,,,,,,,,,,,,11119,10.6,11119,10.6,0.888,0.201,48.43,0.02,0.931,14.257,,,,23.233,,,,,,,11221.9,11181.5,11242.5,11143.3,36.089,0.097,,,36.089,0.097,-21.831,0.421
PGC020144,20144,G ,7.0480418,28.3737012,7.1003611,28.2964444,188.6539942,15.4255033,29.9332839,-45.9141003,0,Sb,,,,,3,2,,0.773,0.065,0.248,0.027,113.5,,,,,14.882,0.41,,,,,10.857,0.036,16.589,0.266,12.941,,,123.84,10.7,,,,,4958,7.9,4881,97.3,4957.5,7.1,0.349,0.36,58.63,0.03,0.795,14.136,,,,22.076,145.04,12.61,,,16.557,2.421,4921.7,4917.1,4966.6,5091.4,34.299,0.218,,,34.299,0.218,-20.163,0.465
PGC021593,21593,G ,7.6164293,64.8484785,7.6949053,64.7315675,151.5848594,29.6694851,31.4662841,-9.0663652,0,Sc,,,M,,4.9,2.3,,0.849,0.248,0.029,0.081,,,,,,,,,,,,13.083,0.157,,,,,,,,,,,,,,,,,,0.14,0.05,21.08,0.02,0.861,,,,,,,,,,,,,,,,,,,,,,,
PGC024286,24286,G ,8.5926621,17.8074671,8.6399602,17.6313588,207.9600805,31.3152395,64.8709513,-48.043628,0,E,,R,,,-3.6,1.5,,0.816,0.064,0.074,0.028,41.58,22.282,0.333,16.454,0.131,15.213,0.606,,,13.465,0.096,11.081,0.068,,,,,,,,,,,,,,8214,2.4,8214,2.4,0.134,0,41.18,0.02,0.831,14.957,13.407,,,23.158,,,,,,,8088.9,8118,8202.1,8475.4,35.39,0.132,35.524,0.032,35.524,0.032,-20.567,0.606
PGC024988,24988,G ,8.8602817,-6.9926272,8.9013056,-7.18325,234.7684245,23.1578366,103.5502224,-59.6480959,0,S0,,R,,,-2.3,0.9,,1.076,0.047,0.182,0.024,55.93,,,,,15.66,0.5,,,12.105,0.079,9.888,0.056,,,,,,,,,,,,,,9244,32,9244,32,0.165,0,59.88,0.03,1.089,15.357,12.033,,,24.766,,,,,,,9007.7,9067.7,9119,9550.4,35.623,0.119,35.766,0.043,35.75,0.072,-20.393,0.505
PGC025794,25794,G ,9.1011564,50.4850494,9.1591652,50.2816407,168.3173145,42.3063304,48.2590315,-17.6926227,0,Sab,,,,,2.5,3.7,,0.902,0.055,0.467,0.029,169.45,23.168,0.749,17.348,0.326,15.936,0.5,,,14.445,0.1,11.811,0.081,,,,,,,,,,,,,,5007.5,3.3,5007.5,3.3,0.068,0.591,77.82,0.08,0.889,15.227,14.416,,,23.5,,,,,,,5051.7,5040.4,5165.4,5175.6,34.387,0.21,34.469,0.073,34.46,0.069,-19.233,0.505
PGC026749,26749,G ,9.3819321,34.8465525,9.4327177,34.6298955,190.0325766,45.7510507,61.3009021,-28.2007664,0,Sc,B,R,,,5.2,1.4,,0.826,0.053,0.104,0.025,173.72,22.785,0.325,16.872,0.104,16.02,0.5,,,15.2,0.142,13.354,0.179,16.45,0.297,,,,134.41,8.48,,,,,7259,6.1,7262,3.3,7261.3,2,0.094,0.18,38.96,0.02,0.831,15.706,15.159,,,23.691,213.76,13.85,,,16.429,0.723,7218.6,7232,7356.7,7506.9,35.155,0.147,,,35.155,0.147,-19.45,0.521
PGC027490,27490,G ,9.5866133,52.520792,9.6434105,52.2949707,164.2736868,46.3446523,50.7511723,-13.3454147,0,S0,,,,,-2,2,,0.711,0.079,0.131,0.027,102.97,21.217,0.444,17.643,0.016,16.187,0.344,,,14.696,0.07,12.01,0.221,,,,,,,,,,,,,,15115.3,2.8,15115.3,2.8,0.043,0,49.77,0.02,0.711,15.917,14.677,,,23.475,,,,,,,15169.2,15157.7,15291.9,15286.6,36.765,0.071,,,36.765,0.071,-20.848,0.351
PGC027509,27509,G ,9.6063828,-4.6225131,9.6481946,-4.8489092,239.9527922,33.5917542,105.8444659,-48.343956,0,E,,,,,-4.8,0.5,,1.123,0.085,0.138,0.061,177.5,,,,,13.765,0.087,,,12.205,0.072,9.516,0.161,,,,,,,,,,199.22,21.02,,,6623.8,22.7,6623.8,22.7,0.284,0,67.12,0.04,1.162,13.382,12.08,,,23.233,,,,,,,6391.5,6456.7,6535,6964.1,34.895,0.166,34.813,0.055,34.821,0.052,-21.439,0.101
PGC028061,28061,G ,9.7274741,30.8845999,9.7763149,30.6530779,196.5720574,49.6640316,67.9651817,-27.9499288,0,SBb,B,,M,,3,1.3,,0.937,0.053,0.208,0.027,172.46,21.943,0.252,16.232,0.012,14.839,0.317,,,13.663,0.074,11.339,0.107,16.558,0.297,,,,170.57,12.67,,,,,9963,6,9941.7,4.9,9950.1,7.5,0.088,0.304,54.34,0.03,0.937,14.372,13.624,,,22.919,209.92,15.73,,,16.529,2.157,9885.4,9907,10037.3,10222,35.835,0.108,35.11,0.17,35.626,0.363,-21.254,0.482
PGC030719,30719,G ,10.4062416,16.2731192,10.4510976,16.0179691,223.7868498,54.7923398,87.6431127,-28.8143818,0,SBc,B,,,,4.9,2.3,,0.825,0.064,0.054,0.032,15.99,22.572,1.073,15.775,0.013,15.125,0.321,,,14.04,0.071,11.887,0.19,17.16,0.21,,,,21.24,0.95,,,,,9697,3.7,9681.2,3,9687.6,5.5,0.138,0.092,28.54,0.02,0.836,14.842,13.98,,,22.889,44.45,2.18,,,17.138,2.296,9550.9,9597.1,9729.2,10021.9,35.77,0.112,35.855,0.035,35.847,0.034,-21.005,0.323
PGC031261,31261,G ,10.5238858,19.9627708,10.5690798,19.7043142,218.7893871,57.7489228,84.9370358,-25.5534541,0,Sb,,,M,D,3,1.4,,0.997,0.048,0.071,0.036,35.46,22.168,0.453,16.65,0.124,15.059,0.322,,,13.7,0.097,11.302,0.161,16.072,0.243,,,,173.58,10.46,,,,,10200,5.3,10202,3.9,10201.3,0.8,0.125,0.107,33.23,0.02,1.006,14.75,13.645,,,23.663,316.73,20.26,,,16.05,1.3,10084.3,10125.9,10264.7,10527.6,35.881,0.106,,,35.881,0.106,-21.131,0.339
PGC032950,32950,G ,10.9151381,37.9222231,10.9617938,37.6545572,181.9614109,63.9198594,71.3331118,-11.9987652,0,E-S0,,,,,-3,2.4,,1.06,0.045,0.12,0.028,144.91,22.359,0.432,15.846,0.009,15.095,0.493,,,13.141,0.08,10.778,0.137,,,,,,,,,,,,,,10520.6,4.6,10520.6,4.6,0.072,0,50.51,0.03,1.064,14.865,13.109,,,24.131,,,,,,,10503.3,10519.5,10676,10783.8,35.97,0.102,,,35.97,0.102,-21.104,0.503
PGC033043,33043,G ,10.9286478,59.7547201,10.9799134,59.486759,146.0015467,52.3002402,52.7997439,-0.2360808,0,Sbc,,,,,3.6,2.2,,0.594,0.261,0.38,0.062,84.01,,,,,15.636,0.41,,,,,,,,,,,,,,,,,,,,6604.4,2.3,6604.4,2.3,0.052,0.577,69.45,0.05,0.584,14.964,,,,21.695,,,,,,,6703,6684.7,6833.2,6752.4,34.989,0.159,35.187,0.029,35.187,0.029,-20.223,0.411
PGC033749,33749,G ,11.0970073,3.7689628,11.1399855,3.4979512,252.2757039,55.8808581,105.0444078,-24.4894976,0,SBb,B,,,,3.1,0.5,,0.913,0.161,0.324,0.08,157.02,21.232,0.187,16.407,0.05,14.911,0.458,,,13.81,0.055,11.112,0.043,16.445,0.243,12.587,,,155.06,9.34,,,,,7598,5.1,7614.3,2.7,7610.6,5,0.196,0.467,65.62,0.04,0.919,14.191,13.723,,,22.685,170.25,10.41,,,16.405,2.214,7426.9,7490.9,7619.1,7974.5,35.228,0.142,,,35.228,0.142,-21.037,0.479
PGC033856,33856,G ,11.1186795,37.2733145,11.1645198,37.0019678,181.8225972,66.4235971,73.1349018,-10.2249233,0,Sab,,R,,,2.1,2.1,,0.819,0.259,0.335,0.081,38.2,21.939,0.442,16.337,0.012,15.429,0.321,,,14.178,0.087,11.989,0.113,,,,,,,,,,,,,,8935,3.8,8935,3.8,0.05,0.411,67.76,0.04,0.81,14.878,14.156,,,22.786,,,,,,,8917.4,8934.9,9094.3,9201.7,35.613,0.119,,,35.613,0.119,-20.734,0.342
PGC034650,34650,G ,11.2777771,54.7345423,11.3252332,54.4608547,148.2274143,57.9192047,58.5592188,-0.3531637,0,Sbc,,,,,4.3,2.6,,0.71,0.082,0.29,0.031,115.63,24.676,0.588,17.787,0.408,16.55,0.379,,,15.312,0.089,12.862,0.092,,,,,,,,,,,,,,20880.3,5.7,20880.3,5.7,0.057,0.472,61.67,0.04,0.704,15.885,15.288,,,23.309,,,,,,,20957.1,20947,21103,21057.5,37.487,0.051,,,37.487,0.051,-21.602,0.383
PGC035934,35934,G ,11.571144,-8.309558,11.6135597,-8.5863852,273.475674,49.968861,119.7753947,-21.0359661,0,Sb,,,,,3.1,0.7,,1.212,0.036,0.566,0.027,75.71,,,,,13.79,0.5,,,12.368,0.1,9.942,0.051,15.612,0.245,12.865,,,208.25,9.68,,,,,4624.7,5.8,4569.9,6.9,4601.9,19.3,0.154,0.778,84.25,0.16,1.204,12.824,12.301,,,22.697,209.31,9.75,,,15.448,2.625,4382.3,4458.6,4571.6,4969.6,34.113,0.238,,,34.113,0.238,-21.289,0.554
PGC038809,38809,G ,12.1450619,18.1663746,12.1875092,17.8882693,255.7654582,76.9153337,96.2061959,-5.2049851,0,Scd,,,,C,7.5,2.6,,0.805,0.061,0.086,0.024,88.71,20.647,0.209,15.87,0.103,14.752,0.305,14.312,0.305,14.013,0.057,11.903,0.097,16.136,0.227,13.277,,,97.54,4.42,,,,,7043.4,4.2,7022.8,2.5,7028.1,6.6,0.18,0.158,39.09,0.02,0.818,14.389,13.934,-0.234,0.336,22.34,154.71,7.32,,,16.115,1.725,6938.4,6983.5,7144.2,7352.2,35.093,0.152,,,35.093,0.152,-20.703,0.341
PGC043690,43690,G ,12.8328802,-9.5051084,12.8762912,-9.7765831,303.3994424,53.094139,125.7081929,-3.2142915,0,SABa,B,,,,2.1,0.7,,1.121,0.036,0.221,0.023,113.54,,,,,14.165,0.442,,,12.355,0.075,10.518,0.088,15.155,0.266,11.872,,,101.87,5.5,,,,,2556.5,5.4,2588,38.9,2557.1,4.9,0.198,0.279,56.57,0.03,1.131,13.662,12.268,,,23.186,122.07,6.66,,,15.124,1.462,2376.2,2449.4,2569.5,2892.1,32.873,0.422,33.083,0.048,33.083,0.048,-19.421,0.444
PGC046187,46187,G ,13.2294377,7.3098367,13.2713981,7.0462356,320.4252456,69.0698415,111.0630564,6.9926452,0,E,,,,,-4.1,0.5,,1.172,0.038,0.12,0.028,22.48,21.775,0.31,16.484,0.145,14.274,0.144,13.244,0.144,13.15,0.089,10.143,0.137,,,,0.34,1.06,,,,,,,,,15056,2.8,15056,2.8,0.136,0,55.29,0.03,1.187,13.913,13.09,0.358,0.856,23.989,,,,,,,14959.2,15012.2,15163.1,15362.4,36.746,0.072,,,36.746,0.072,-22.833,0.16
PGC047514,47514,G ,13.4731684,-14.8439723,13.5177751,-15.1013279,316.9459286,46.6892993,133.4621818,4.3043189,0,Sc,,,,,4.9,0.5,,1.102,0.03,0.693,0.02,96.13,,,,,15.1,0.494,,,13.395,0.069,11.6,0.075,,,,,,112,1.82,,,,,4232.4,5.6,4217,3.1,4220.7,5.1,0.288,1.121,90,0.83,1.101,13.668,13.268,,,23.09,112,,,,,,4049,4121.7,4228.9,4523.3,33.951,0.257,34.15,0.04,34.15,0.04,-20.482,0.496
PGC048213,48213,G ,13.597449,-10.4504174,13.6415876,-10.7041807,321.283519,50.4832658,129.7986918,7.3589563,0,S0,,,,,-2,0.5,,1.227,0.111,0,0.081,,20.604,0.24,,,13.877,0.428,,,11.545,0.111,9.641,0.065,,,,,,,,,,234.3,11.32,,,6688.1,24.9,6688.1,24.9,0.326,0,0,0.02,1.264,13.45,11.402,,,23.772,,,,,,,6537.6,6605.6,6722.3,6985.7,34.949,0.162,,,34.949,0.162,-21.499,0.458
PGC048439,48439,G ,13.6576584,55.9297784,13.6887861,55.6777401,108.8091724,60.0616307,62.3034653,19.4231668,0,Sbc,,,,,3.6,2.3,,0.787,0.063,0.466,0.027,6.26,,,17.506,0.022,16.343,0.5,,,15.102,0.078,12.663,0.109,,,,,,,,,,,,,,11938.7,4.4,11938.7,4.4,0.041,0.695,75.47,0.07,0.772,15.53,15.085,,,23.229,,,,,,,12071,12052.9,12214.9,12066.5,36.265,0.089,,,36.265,0.089,-20.735,0.508
PGC048783,48783,G ,13.722887,35.8610957,13.7597209,35.6111817,72.6016619,75.6873376,83.5929324,19.203986,0,S0,,,,,-2,1.4,,1.111,0.041,0.242,0.028,34.05,21.827,0.274,16.19,0.019,14.772,0.343,,,13.076,0.073,10.535,0.057,,,,,,,,,,,,,,7117.6,3.1,7117.6,3.1,0.051,0,68.56,0.05,1.108,14.615,13.053,,,24.042,,,,,,,7169.3,7179.8,7350.9,7325.5,35.155,0.148,35.091,0.108,35.113,0.087,-20.499,0.354
PGC049153,49153,G ,13.8141784,49.5620749,13.8468936,49.3151063,99.6190252,65.0390432,69.0750018,20.8909684,0,SABb,B,,,,4.4,3,,0.899,0.064,0.257,0.028,177.4,22.501,0.328,16.758,0.121,15.572,0.5,,,14.568,0.092,12.76,0.1,,,,,,,,,,,,,,8460.3,7.2,8460.3,7.2,0.061,0.422,58.55,0.03,0.895,15.035,14.541,,,23.335,,,,,,,8572.4,8562.5,8729.1,8610.5,35.53,0.124,35.695,0.03,35.695,0.03,-20.66,0.501
PGC051473,51473,G ,14.3740199,26.8507093,14.4112527,26.6252055,36.8922364,69.2322734,94.1394685,26.7101791,0,E,,,,,-5,2.6,,0.954,0.059,0.17,0.027,128.2,23.096,0.52,16.468,0.194,15.434,0.613,,,13.519,0.111,11.134,0.171,,,,,,,,,,,,,,11131.2,2.7,11131.2,2.7,0.082,0,90,0.83,0.961,15.186,13.483,,,24.052,,,,,,,11172.9,11189.6,11352.6,11329.8,36.105,0.096,36.177,0.087,36.144,0.065,-20.958,0.617
PGC052882,52882,G ,14.7664577,-4.5286874,14.8101751,-4.7361504,348.9972884,47.3819711,129.7862222,25.7165022,1,Sc,,,,,5.9,0.6,,1.039,0.059,0.148,0.027,6.83,,,,,15.34,0.5,,,,,10.968,0.36,,,,,,,,,,,,12594,5.5,12531,64,12593.5,5.6,0.363,0.262,45.65,0.02,1.067,14.658,,,,23.984,,,,,,,12525.7,12574.7,12691.2,12811,36.355,0.085,35.19,0.19,36.159,0.583,-21.501,0.768
PGC053564,53564,G ,14.9543349,13.4130974,14.993965,13.2149334,14.4376924,56.9931826,110.7132669,33.1438389,0,Sab,,,,,1.7,2.2,S2,0.774,0.066,0.143,0.026,43.34,21.635,0.296,16.602,0.045,15.24,0.349,15.2,0.1,14.161,0.081,11.585,0.128,,,13.938,,,,,,,,,,,12744.6,3.3,12744.6,3.3,0.146,0.168,46.72,0.02,0.782,14.799,14.097,,,22.654,,,,,,,12760.2,12786.7,12929.1,12929.1,36.392,0.084,,,36.392,0.084,-21.594,0.359
PGC053805,53805,G ,15.042746,36.1587662,15.0757576,35.9650335,58.6745943,60.4605408,83.2084882,35.1901631,0,E,,R,,,-4.2,1.4,,0.84,0.06,0.088,0.028,77.41,21.886,0.381,16.05,0.093,14.403,0.095,13.313,0.095,12.862,0.094,10.324,0.081,,,,,1.14,,,,,,,,,14800.4,4.3,14800.4,4.3,0.06,0,47.2,0.02,0.845,14.121,12.836,,0.936,22.466,,,,,,,14909.6,14906.5,15064.2,14930.8,36.733,0.072,34.72,0.37,36.733,0.072,-22.612,0.12
PGC054817,54817,G ,15.3147166,-7.2689141,15.3592694,-7.4476667,354.8141363,39.8467803,136.1554665,32.3090059,0,S0,,,,,-1.9,0.5,,1.255,0.04,0.58,0.028,3.12,,,,,14.975,0.487,,,12.825,0.075,11.27,0.172,,,,,,,,,,,,1937,5.5,1937,60,1937,3.9,0.424,0,90,0.83,1.28,14.521,12.638,,,24.896,,,,,,,1888.4,1932.3,2033.3,2111,32.384,0.534,32.606,0.033,32.606,0.033,-18.084,0.488
PGC054920,54920,G ,15.3448411,8.7055673,15.3853869,8.5284114,12.7217034,49.6347718,117.7911071,37.8384144,0,S0,,,,,-2.5,1.4,,0.864,0.196,0.018,0.1,,21.529,0.389,17.25,0.018,15.569,0.318,,,14.108,0.083,11.909,0.066,,,,,,,,,,195.44,6.85,,,9863.6,18.6,9863.6,18.6,0.148,0,19.24,0.02,0.881,15.274,14.043,,,23.647,,,,,,,9881.3,9907.7,10036.3,10022.6,35.835,0.108,,,35.835,0.108,-20.561,0.335
PGC055883,55883,G ,15.695064,28.5721836,15.7294591,28.41527,45.1961701,52.0635704,91.864723,44.2212618,0,SBb,B,,,,3.3,1.7,,0.739,0.292,0,0.081,,21.382,0.197,16.045,0.01,15.102,0.317,,,13.983,0.107,11.707,0.129,15.688,0.243,,,,131.75,7.94,,,,,9808,5,9818.2,4.3,9813.9,3.5,0.135,0,0,0.02,0.752,14.893,13.923,,,22.537,,,,,15.666,0.774,9926.7,9924.5,10067.3,9913.5,35.844,0.108,,,35.844,0.108,-20.951,0.335
PGC056286,56286,G ,15.874872,66.0822659,15.8821583,65.9355278,99.8818679,42.1668227,46.3984609,31.4828505,0,Sbc,,,,,4.2,2.5,,0.822,0.06,0.31,0.028,124.5,,,,,16.75,0.5,,,,,13.172,0.16,,,,,,,,,,,,,,10918.4,21,10918.4,21,0.145,0.5,63.41,0.04,0.823,16.034,,,,24.035,,,,,,,11135.6,11091.4,11226.8,10928.2,36.08,0.097,36.207,0.031,36.195,0.063,-20.161,0.504
PGC056437,56437,G ,15.9018967,16.6675249,15.9398807,16.523385,28.8640525,46.0404288,108.914333,47.1802708,0,S0-a,B,R,,,-1.1,0.6,,1.02,0.046,0.163,0.033,36.92,21.052,0.389,16.06,0.009,14.645,0.157,,,13.091,0.074,10.642,0.056,,,,,,,,,,137.55,7.03,,,4742,19.8,4742,19.8,0.141,0,53.4,0.03,1.027,14.433,13.029,,,23.45,,,,,,,4821.6,4830.3,4957,4842.8,34.281,0.219,34.24,0.04,34.24,0.04,-19.807,0.162
PGC056767,56767,G ,16.0381792,70.553985,16.0353,70.4171667,104.3158545,39.0857535,41.7197196,29.3535266,0,E,,,,,-4.3,1.8,,,,,,85,,,,,14.72,0.318,,,,,10.631,0.072,,,,,,,,,,,,,,7559,34,7559,34,0.109,,,,,14.498,,,,,,,,,,,7785,7736.2,7865.7,7553.9,35.299,0.138,,,35.299,0.138,-20.801,0.347
PGC057535,57535,G ,16.2165429,61.1467017,16.2292354,61.0218514,92.5465724,42.2759061,49.348737,36.332151,0,Sb,,,,,2.7,3,,0.905,0.057,0.45,0.028,24.82,,,,,15.643,0.41,,,,,13,0.105,,,,,,,,,,,,,,,,,,0.062,0.597,75.98,0.07,0.893,14.984,,,,23.221,,,,,,,,,,,,,,,,,,
